Avg min between sent tnx,Avg min between received tnx,Time Diff between first and last (Mins),Sent tnx,Received Tnx,Number of Created Contracts,max value received ,avg val received,avg val sent,total Ether sent,total ether balance, ERC20 total Ether received, ERC20 total ether sent, ERC20 total Ether sent contract, ERC20 uniq sent addr, ERC20 uniq rec token name,FLAG
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
1517.207329,275.1201368,3592.918035,2,2,0,8.525762088,4.630567823,4.770130622,9.540261253,0.009087451,1.00E-12,0,0,0,1,1
0,0,71386.52684,1,1,0,2.407574481,2.407574481,2.403521507,2.403521507,0.004052974,214.7456507,0,0,0,1.33921935,1
0,106.9476902,29998.4475,1,5,0,3.025885287,1.003359385,4.811138231,4.811138219,0.000931328,1.337,0,0,0,1.064402796,1
0,181.8070003,2916.893669,0,14,0,1.99988692,0.441881546,1.102791848,1.102791785,5.20892664,0.171485045,0,0,0,1,1
0,41.99966831,7164.406297,0,280,0,3.879453384,0.484007194,3.645086597,3.645086686,112.1902983,0.499390275,0,0,0,1,1
0,0.168365378,831.8692833,1,1,0,1.10891624,1.102359962,1.167070058,1.167070225,0.000852739,1.337,0,0,0,1,1
1502.814546,22.28584102,3111.802236,2,4,0,2.181065178,0.8690575,2.171841253,4.343682801,0.000553076,0.34583449,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,74.48429882,1225.421871,1,4,0,3.914036944,1.515856731,7.14704763,7.14704763,0.001041884,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
292.6509005,13.14704744,611.6028409,2,1,0,0.534170469,0.530349978,0.439989569,0.879979382,0.001445488,16.58878281,16.18034079,0,0.305491419,1.305491419,1
1689.573329,781.5645224,27900.90756,8,30,0,4.256799133,0.969396945,2.870695695,24.22844726,-0.180404001,1.668126898,0,0,0,1,1
3006.491743,465.9264726,16580.53415,4,9,0,3.558808381,0.873103265,1.592123671,6.368493147,0.007284118,3.760769517,0,0,0,1.484753903,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
4105.166845,981.9607332,17321.13561,3,4,0,3.579550191,1.018426672,1.324566802,4.894000276,0.002299696,4.903626967,0,0,0,2,1
1526.043103,265.125812,35412.52709,10,4,0,6.499916217,2.036922978,1.380287552,8.431294344,0.008660496,0.8724721,0,0,0,1,1
439.5123384,570.7783279,7385.440038,3,9,0,0.977508124,0.661792091,1.721069854,6.763197419,-0.166758065,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0.004280869,0.004280578,-0.004280578,13.37,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,2674.319447,1,1,0,1.35040649,1.35040649,1.349852152,1.349852152,0.000554338,39.46743493,0,0,0,1,1
51.88115672,2.907827422,159.0447159,2,11,0,1.461097621,1.081996637,2.382586941,4.765173624,0.001602578,7.505338346,0,0,0,1,1
0,168.1957948,66359.07473,0,349,0,10.58611819,0.638368918,10.10751216,10.10751228,90.74314352,10.76572131,0,0,0,1.324386747,1
2902.483567,1261.808306,9853.212995,2,4,0,0.5,0.498328082,1.11884859,2.322061515,0.000831324,11.11359226,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,39683.47997,198417.3999,0,5,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1.95453612,1
0,158.1412554,46634.69663,1,8,0,1.584650855,0.551988704,4.066948474,4.06694855,0.0009802,63.06891131,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
21.09779915,563.677628,2423.505037,4,2,0,10000,6208.705778,424.6250547,3397.000438,9636.039307,39458.40099,0,0,0,40.45946499,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,293.357289,8172.989144,0,7,0,1.865379326,0.821777355,1.78522257,1.78522257,5.174812765,31.02653068,0,0,0,1.609076915,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
2487.627578,1004.930846,23965.86005,5,12,0,3.227887803,0.859576672,0.268389225,1.848521872,7.497786042,499.0446578,0,0,0,3.430280492,1
0,28.76561314,15948.14553,1,1,0,11.69648293,6.069155534,12.13049988,12.13049985,0.000597992,1.00E-12,0,0,0,1,1
1298.45898,444.2725594,12768.78073,5,14,0,21.31959324,4.10186123,11.54795507,57.73977404,0.004155418,0.557694954,0,0,0,1,1
0,296.7443199,16060.65355,1,20,0,3.8922565,0.803933422,16.62920417,16.62920446,-0.030859347,1.337,0,0,0,1,1
17.41841763,98.70944747,1547.923282,1,13,0,16.67650875,1.780440103,19.52146571,23.35249034,0.006199665,0.44435078,0,0,0,1,1
939.0683312,614.9510179,6464.790634,2,6,0,8.57130255,1.789659815,1.485197951,3.763368297,7.172422121,89.10630888,0,0,0,2.585944805,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,182.1227688,1456.268412,0,4,0,0.72716352,0.443904913,0.614189351,0.614189351,1.913118082,33.72679237,0,0,0,2.158997548,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
142.0816668,110.2438778,11926.78531,9,37,0,3.755132456,0.836971289,2.262134735,27.12317869,0.009100269,0.910526715,0,0,0,1,1
91.1136347,163.9450783,9447.042375,4,19,0,2.623719509,0.603777678,2.366512215,13.21770741,0.00822933,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
111285.3248,3697.46782,256714.2444,2,5,0,1.421052045,0.740231832,1.989056446,4.813828657,0.001831204,358.3212021,80.76985295,0,0.815857101,2.184142899,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
117.2559229,41.21671839,8519.92544,77,33,0,230.2113546,8.867440589,3.874862302,409.1891899,0.067991967,1105136.147,1106162.45,0,3.254840216,37.62044166,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
97656.81405,6219.586284,213972.367,2,3,0,0.655078956,0.597793258,0.896206387,1.792413726,0.000965448,112.37,99,0,1,2,1
0,0,0,0,1,0,1.140780242,1.140780242,0,0,1.140780242,99,85.92197581,0,0.859219758,1,1
0,404.49075,11198.33823,1,3,0,3.488806594,1.495192137,5.979165448,5.979165628,0.001053823,1.358951473,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,1,0,0.003028633,0.003028633,0,0,0.003028833,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,92.95912737,254104.5481,1,13,0,8.758948807,1.708887186,20.85918928,20.85918949,0.00073069,362.6658862,0,0,0,3.310262798,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,6.105408924,33.46786632,0,1,0,0.40088371,0.22575098,0.427037123,0.42703703,0.013009856,1.030673198,0,0,0,1,1
961.3411175,567.907145,38913.16065,13,11,0,1.310775938,0.508104784,1.151050175,7.403533142,-0.392593973,1.58603127,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
48.61056647,217.4907032,63113.09521,1,4,0,1,0.450157248,1.940320025,2.026593458,-0.046544726,12.46506645,0,0,0,1,1
0,92.87091371,77436.93123,1,13,0,2.731441491,0.777976717,10.86732278,10.86732283,0.000861,1.465726778,0,0,0,2.978604375,1
620.4250942,326.6119669,10420.36734,6,18,0,1.574795018,0.696734571,2.666518617,18.62564769,-5.604293261,8.151333114,5.940084098,0,0.990014016,1.990014016,1
99864.06866,3488.292259,210319.7509,2,3,0,1.725270697,0.785191959,1.408356364,2.816713338,0.001313346,61.31181674,53.47515475,0,0.540153078,2,1
125.0873813,451.3097937,8264.617483,3,9,0,3.525612775,0.778060773,2.135526196,7.204134489,0.006500595,87.02141093,81.44028645,0,0.612332981,1,1
0,30.00777391,930.4074032,0,25,0,3.090779668,0.316324542,0.095796511,0.095796511,6.172567727,1.00E-12,0,0,0,1,1
0,122.0368571,4718.777541,1,2,0,1.422607646,0.823228284,2.454125459,2.454125478,0.009510049,0.716779535,0,0,0,1,1
22310.34348,1748.487309,102577.2013,3,23,0,6.072663123,0.967863239,8.945483221,26.83644965,0.002351022,4.448805957,30.95898369,0,0.309589837,1.928769511,1
1063.583381,426.4552703,23028.42967,10,37,0,9.450242509,1.303853238,4.662402785,47.07401687,0.010835117,86.61133432,0,0,0,1,1
0,111.2461506,4567.926656,0,38,0,18.68871146,2.757793529,1.707253469,1.707253461,107.0621263,222.7623799,0,0,0,3.825231435,1
2565.107934,1134.933515,36544.04204,7,18,0,18.44022558,3.790318821,9.35437405,74.78058845,-2.918177111,2.921101247,0,0,0,1.973700416,1
2359.416853,1219.873689,354136.4376,100,97,0,22.5420139,0.62496029,0.795149501,76.89815317,-16.30020961,6965846.867,5766789.623,0,9.155249527,81.28313328,1
0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1,1
1383.226654,1208.340667,31527.75223,2,23,0,20.35059516,1.787643086,19.81989702,41.43920626,0.022679138,706.1105582,0,0,0,1.119356549,1
0,3.459778923,1343.776693,1,1,0,7.502815333,4.355252137,8.536868033,8.53686827,0.000861,3.569736398,0,0,0,1,1
0,11.0013847,44.00275752,0,1,0,0.453526471,0.451281291,0,0,0.902562581,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
10677.08013,830.2111682,163638.6313,13,35,0,11.47290464,1.12383962,2.800709907,37.37311399,-0.364656378,62.05930016,0,0,0,3.676390768,1
0,0,0,0,1,0,0.007323558,0.007323558,0,0,0.007323567,1.00E-12,0,0,0,1,1
0,44.9472402,8017.700344,1,10,0,1.577273012,0.617902969,7.259807119,7.259806795,0.002316069,34.99097455,0,0,0,1,1
3296.296761,340.9986948,91416.07149,23,46,0,1.819303417,0.118217829,0.20886107,4.603431608,0.022286021,28472.74844,23.54951992,0,1.177471467,3.452873641,1
1623.977245,240.8168553,3729.591215,2,2,0,7.010141135,3.854477192,3.848809263,7.697618366,0.011336018,0.403089775,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
20901.44931,275.8457862,98690.0126,4,15,0,7.459036857,1.41242774,10.21878951,31.36995685,0.004014702,13.81572119,44.57211949,0,0.445721195,2.337163585,1
3078.433774,1166.186169,42166.22116,6,18,0,3.58311215,0.692523597,0.968302697,7.714192642,4.590124072,35.39291645,0,0,0,2.058221288,1
0,22467.19141,470907.2639,0,17,0,0.225359607,0.026854263,0.258398157,0.258398157,0.212037564,22944.89136,0,0,0,1.266722568,1
8069.063242,36301.95523,453171.2852,7,10,0,7.495538355,1.774766418,2.452281738,18.14136848,0.352392933,4156.097284,6.85E-10,0,0.422839786,3.959878501,1
0,473.7116612,3266.42445,0,6,0,2.167479857,0.964944068,0,0,6.533167533,112.37,0,0,0,2.170023588,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,5894.723817,0,1,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
142.7511055,939.952736,9403.026956,1,7,0,3.743447902,1.663020047,8.378331963,9.084689936,0.002092759,0.446525111,0,0,0,1,1
1703.834499,11312.53541,188831.9723,48,78,0,17.50568073,0.915816759,1.394080564,83.17471138,0.0922987,371740.0219,353880.3005,0,5.733687913,47.95567348,1
0,25.67435136,1234.543139,1,3,0,2.819231254,1.027036288,5.129233963,5.129233963,0.000688913,0.837234336,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,894.7902105,3028.178079,1,2,0,3.375661927,1.478836277,3.508983518,3.508983284,0.000623908,12.18958233,0,0,0,1,1
0,29001.43075,174008.5971,0,6,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,101.2801524,804.514306,1,2,0,1.824576971,1.482634024,2.964231134,2.964231382,0.001036914,1.337,0,0,0,1,1
1273.558311,8893.748889,64024.38204,3,5,0,0.501780118,0.299893883,0.452201895,1.76246724,0.005731118,3.2118905,0,0,0,1,1
43269.91044,131.7852483,100009.6143,2,14,0,5.785155879,1.361560231,7.079636315,16.33759815,0.001406694,0.870151354,65.08237503,0,0.65082375,2.301647501,1
1373.071203,48.90675853,74793.76485,49,83,0,28.53282495,1.556495549,1.652294399,82.87839722,-0.910005909,1052536.958,1045837.83,0,9.581424483,50.74427345,1
0,717.6921714,551587.4301,0,108,0,9.795725263,0.969906361,0,0,102.6832546,3456.465428,1.806237523,0,0.866467582,8.798208237,1
3.113330135,7039.822384,23373.54194,2,3,0,1.071462942,0.505351929,1.291263452,1.514460274,0.001595606,1.152931183,0,0,0,1,1
0,0.654149351,379.7290158,1,1,0,0.509281347,0.493193654,0.553359628,0.553359628,0.000472185,13.88623834,0,0,0,1,1
101.1675275,268.2039088,8966.907509,16,29,0,28.90080682,3.688936673,7.195672409,105.0005455,0.003340901,381830.4436,9361.952149,0,0.936195215,1.936195215,1
207.4093068,70.59204721,8554.399182,3,35,0,3.721961014,0.759776639,8.122531948,31.95124303,0.003300598,0.605938513,0,0,0,1.453207564,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
1812.425715,463.7989888,503825.7053,284,295,0,35.05312571,1.705880881,1.728613415,517.0219511,12.41359777,12314.26846,0,0,0,9.024526332,1
0,68.78670396,2094.279453,1,19,0,3.089989251,0.755914453,15.12912115,15.12912084,0.000861,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
323.944,979.1269272,29994.24033,2,27,0,5.397874131,0.869034239,11.4612961,24.57593532,0.00237716,1.337,0,0,0,1.32672971,1
0,248.4024441,30130.21331,1,5,0,2.990363038,1.298288038,7.713091116,7.713091193,0.002034782,0.048538148,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
3067.916131,2116.458625,51870.22457,3,20,0,3.57091949,0.58651945,3.660855255,11.57537904,0.000428171,2.073274222,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,364.1675895,325764.2167,1,3,0,0.798832608,0.469271545,1.876201191,1.876201274,0.000646953,71.74246158,0,0,0,1.671202428,1
0,4.44392075,7582.511967,1,2,0,2.594063399,1.23910951,3.159262918,3.159262918,0.000861,1.00E-12,0,0,0,1,1
0,113.97867,205306.965,1,11,0,5.245189511,1.646834298,18.79751384,18.79751365,0.000861,1.337,0,0,0,3.873040044,1
44.16516471,27347.36609,484015.4131,9,17,0,0.052242844,0.008856146,3402.478691,47634.70168,-47634.54791,135596.8606,0,0,0,39.77717789,1
1224.420758,4181.966848,40678.40537,8,7,0,3.248566442,0.785985767,0.686994703,5.495957708,0.011502856,64.07666741,3.632694417,0,0.192429273,1.962146364,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,0,192.943214,0,1,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0.522347836,5336.668348,1,1,0,3.444516393,1.809878326,3.535702941,3.53570315,0.000453424,13.37,0,0,0,1,1
47119.79812,80.21425699,340624.6662,7,15,0,8.027338589,1.463160767,3.649342613,25.57792444,0.007535202,78.66180803,0,0,0,3.343176001,1
162.08896,443.8588408,26868.77384,14,16,0,3.723565334,1.099390877,2.197056692,17.37275982,0.009970565,8.355916279,0,0,0,1,1
13557.29454,87.12634791,27375.95813,2,2,0,27.5729116,12.26616403,17.33102819,34.66205638,0.0009937,16.81613504,94.66139495,0,0.94661395,0.106772101,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
5715.145635,419.4043968,27395.69426,4,3,0,12.68487367,4.443700045,2.817946039,13.53649617,0.002113849,2.74295949,79.48422222,0,0.794842222,0.205157778,1
0,115.4312771,2521.738644,1,5,0,1.20066719,0.614084299,3.079764176,3.079764488,0.00073458,1.068707967,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
19797.55358,418.8258176,48431.41651,2,20,0,3.554136776,0.862836023,8.196858366,16.39371673,0.002824908,728.1841402,0,0,0,2,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
32.04267641,1061.509494,7132.399271,2,6,0,5.03660332,1.495992768,8.839637127,9.042048705,0.001658838,9.54E-10,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,66.97738993,401868.4448,1,30,0,4.507317084,0.91623285,29.31313995,29.31314021,-2.216212121,100.337,0,0,0,5,1
0,0,2714.307752,1,1,0,1.628795578,1.628795578,1.628637104,1.628637104,0.000158474,83.83040775,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,0,87961.76056,1,1,0,0.054739456,0.054739456,0.052049256,0.052049256,0.002690199,13.37,0,0,0,1,1
1445.04695,3555.395429,90595.18277,15,19,0,8.069860051,1.242314904,1.623572887,24.34854947,0.023212229,1.399488073,3.71E-09,0,0.928500063,2.857000127,1
0,1046.28436,29322.65383,0,22,0,17.73103657,1.514087029,1.04695882,1.04695883,33.48897522,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
2295.568863,730.0804537,76759.97103,24,69,0,17.09407874,0.603780304,1.600312367,37.741006,-6.098941657,129387.885,107727.67,0,5.235487688,30.50164535,1
3616.305406,6066.517259,192977.7494,12,24,0,1.080923937,0.107339714,0.197686113,2.569922536,0.006226776,2.102916146,0,0,0,1,1
3292.813555,5798.148157,69682.24981,8,4,0,0.828642457,0.333290789,0.181710361,1.646771525,-0.008953344,3.634162293,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,0,0,0,1,0,0.441095085,0.441095085,0,0,0.441095085,1.00E-12,0,0,0,1,1
0,36.93057896,15297.47237,1,3,0,7.83986615,3.080310225,12.07331507,12.07331507,0.007910956,1.00E-12,0,0,0,1,1
0,24.52432543,152018.9636,0,1429,0,6.766102388,0.531017149,2.423641139,2.423640904,145.6524555,0.73187041,0,0,0,1,1
0,0,1.365330486,0,1,0,0.214997133,0.214997133,0.214862636,0.214862636,0.000134497,13.37,0,0,0,1,1
1350.671017,51.70171752,4774.532131,3,13,0,3.060601132,1.478590238,6.694817388,20.08445203,0.001383481,1.00E-12,0,0,0,1,1
0,0,15894.92272,1,1,0,0.109052851,0.109052851,0.108447745,0.108447843,0.000605106,5.224045755,0,0,0,1,1
0,58.99138067,46031.51376,1,5,0,1.905928842,0.733237739,3.961541483,3.9615415,0.000887997,14.28428492,0,0,0,1,1
0,44.58695524,6695.522197,1,5,0,1.762494455,0.642810435,3.460526162,3.460526398,0.001083201,1.125618564,0,0,0,1,1
2230.963748,773.4268551,18787.1441,4,11,0,1.408520514,0.277842636,0.552612838,2.664436245,0.013021732,1.803452822,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,1526.060704,12044.77922,0,5,0,0.766501575,0.501836551,1.199343791,1.19934355,1.817304495,40.129906,0,0,0,1.349381769,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
1334.531663,160.5844047,4871.522379,3,5,0,2.635161395,0.728440488,1.351303966,4.053911109,0.002681562,4.746582423,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
2288.973516,1295.237025,23806.94276,2,14,0,3.25800801,0.939557386,5.599583409,13.17746056,0.002632175,1.614229441,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
106.9870106,26.97838117,267.9313703,2,1,0,1.176024302,1.176024302,1.058479216,2.116959372,0.000390162,1.00E-12,0,0,0,1,1
1260.573233,1712.257712,326715.846,7,292,0,40.72948634,1.247395061,16.24838694,162.4838712,115.2742242,1609.088764,46.43448621,0,0.464344862,3.839137845,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
110.088405,6543.676048,23580.69251,1,3,0,3.608144419,1.457267831,2.724987679,4.370790151,0.001012609,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
351.5479461,409.2590476,13664.32374,5,26,0,9.903320926,1.382209762,10.41494018,36.37183949,0.166482085,2.674,0,0,0,2.762279254,1
807.3169114,380.9674706,13785.39756,7,21,0,10.9207615,1.566126016,4.770100256,33.39069999,0.010754159,1.414652415,0,0,0,2.058079592,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,1.874466273,6486.99905,1,3,0,4.933246479,1.329831709,5.317141201,5.317141202,0.000864139,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,38.15888916,1224.585959,1,4,0,4.188414474,1.524737869,7.621731438,7.621731438,0.000983061,1.244352069,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
1162.131385,1103.124632,20514.92239,10,7,0,5.064231425,1.187602212,0.615238337,6.767626609,1.899274258,19.10435285,0,6.619361475,0,1.933806385,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
116768.6712,145.8747835,356594.1588,3,49,0,13.2159473,2.115531193,37.70745476,113.122364,0.001200775,2584.085505,11.76463753,0,0.831216274,1.843918631,1
749.6679558,338.332029,2273.922897,2,2,0,0.547193427,0.152557275,0.543708072,1.087416143,0.002183167,11.51756134,0,0,0,1,1
117.0178725,2129.395364,36179.0419,7,9,0,0.605234439,0.354632512,1.758306011,1.811071611,0.001241193,0.739600841,1.13E-07,0,0.893641395,1,1
1.733618501,8.56262522,44.49146009,1,2,0,0.065917053,0.030761511,0.03073844,0.092214662,6.92E-05,1.00E-12,0,0,0,1,1
213.3624351,1504.804386,11278.88511,2,7,0,1.959967764,0.615075107,1.380381806,4.141144458,0.210642541,5.781899299,0,0,0,1.040032236,1
0,30.4240291,15949.82009,1,1,0,12.36923816,6.417480007,12.82833392,12.8283339,0.000575916,1.00E-12,0,0,0,1,1
0,0,0,0,1,0,1.198565419,1.198565419,0,0,1.198565347,99,85.02447565,0,0.850244756,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
14253.78845,2167.240861,302470.1598,19,33,0,195.5353779,11.33005843,22.01835362,461.8802989,-0.01691078,562934.3106,552773.4726,0,5.784790334,20.6252452,1
0,159.3005109,9635.576574,1,26,0,5.001729521,1.198819182,31.21631138,31.21631166,-0.431519221,1500,0,0,0,1,1
5421.005873,326.2772685,57327.09338,8,44,0,4.996160717,0.79341428,4.33319803,34.66558173,-0.114168399,1501.611428,0,0,0,3.535713074,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,278.0134659,193649.4428,1,21,0,1.954835507,0.601687976,13.2609383,13.26093844,0.005717803,1.337,0,0,0,3,1
0,162.3130442,1510.45384,0,9,0,2.719042915,0.796126446,0,0,8.697222983,9.367638767,0,0,0,1.373447034,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,284.4368213,393119.7474,1,4,0,2.902334405,1.431782322,6.320627208,6.320627102,-0.209235493,100.337,0,0,0,3.04668811,1
0,110.5817174,214074.9814,1,6,0,4.999906747,1.447117584,8.971948964,8.971948945,-0.080143716,0.258134579,0,0,0,1.579209976,1
3789.897276,269.7348834,8975.350067,2,5,0,1.064066154,0.565968723,1.41535761,2.830715701,0.00366013,0.452586733,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,556.5794574,10651.96294,0,19,0,3.189824498,0.704927852,0,0,13.63291265,95.93608991,0,0,0,4.856876791,1
9312.918986,457.587852,19541.01368,2,1,0,0.438715605,0.404027641,0.400259741,0.800519482,0.007535372,1.935303894,1.60E-08,0,0.090318771,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,47.90407621,8407.930027,0,10,0,36.36967751,4.787042705,95.740685,95.74068485,0.000172166,0.685075943,0,0,0,1,1
0,739.9276213,41293.52608,1,30,0,5.199859676,0.751575199,25.15653644,25.15653651,-2.609270474,1.337,0,0,0,1.468468496,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
0,76.61942102,239.4597544,0,3,0,1.044704256,0.659432472,0,0,2.174447006,100.1441355,0,0,0,1.855748291,1
1511.064642,1944.551143,328223.9737,9,138,0,13.59749706,1.394496256,21.28128236,196.5755563,0.004098675,1929.013219,0,0,0,5,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
298.9752518,629.9244817,104236.8987,126,86,0,288.1322129,18.21093185,12.49914384,1595.068326,0.241158944,1194767.765,1195661.019,0,12.67146994,49.08213251,1
0,0,0,0,0,0,0,0,0,0,0,13.37,0,0,0,1,1
0,23.29480386,6634.594324,1,2,0,1.303783651,1.044138831,2.435057367,2.435057403,0.000885532,0.173539535,0,0,0,1,1
0,34879.2478,174396.2491,0,5,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
91.85757368,129.6732459,6510.419213,1,26,0,4.639180327,0.793749902,15.12920528,20.52974184,0.001292498,3.857573767,0,0,0,1.28852459,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
0,738.2945739,51898.07726,1,12,0,30.8487734,6.412562025,96.07947662,96.07947662,0.000599025,10.16928646,0,0,0,1,1
143.2831762,360.9470731,12286.90913,5,29,0,7.345517444,1.181050219,1.774750343,21.29700415,6.84276628,5.899895491,0,0,0,1,1
541.0731323,2071.767643,26408.26697,1,12,0,8.491130628,1.713941422,13.84257307,19.7833737,-0.541150792,0.725196529,0,0,0,1,1
486.1655955,304.4950686,3775.494514,4,5,0,2.054168871,0.794886818,1.237012113,4.237603638,0.002277915,1.00E-12,0,0,0,1,1
0,39873.25573,199366.2786,0,5,1,0,0,0,0,0,1.00E-12,0,0,0,1,1
274.7682623,754.1292512,26889.49216,23,26,0,4.038859728,1.013431703,1.118495096,26.84388427,0.425713924,13.23147907,0,0,0,1.022396269,1
0,0,0,0,0,0,0,0,0,0,0,1.337,0,0,0,1,1
2705.398817,495.1551899,9777.058201,3,4,0,1.167681263,0.712982476,0.929220073,3.037503666,0.001034472,0.066055755,0,0,0,1,1
0,67.99238317,1691.022576,0,20,0,5.893894722,0.830679703,0.283964673,0.283964762,17.66351123,10.94408205,0,0,0,1,1
0,63.6563577,8399.406932,0,13,0,48.3291065,6.361164369,127.2230627,127.2230625,0.000228779,0.910349238,0,0,0,1,1
0,310.6315733,174664.9616,0,43,0,0.4491326,0.220615409,0.876742383,0.876742383,0.216569614,10.23759447,0,0,0,1,1
0,1094.92991,47123.39422,1,3,0,0.420034914,0.41651389,2.710906027,2.710906027,-1.142423608,1.681781824,0,0,0,1,1
0,107.0728577,789.4098049,1,3,0,1.99718369,1.36925152,3.511201247,3.511201374,0.001483164,1.337,0,0,0,1,1
0,0,0,0,0,0,0,0,0,0,0,1.00E-12,0,0,0,1,1
